categoria,subcategoria,descripcion,unidades,precio
Panadería y pastelería,Pan de molde y otras especialidades,Barra de pan tradicional,Paquete 700 g,"1,35 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Barra de pan multifibras,Paquete 600 g,"1,40 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de molde espelta 100% integral Hacendado,Paquete 10 rebanadas (400 g),"1,40 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral,Paquete 12 rebanadas (460 g),"1,55 €1,45 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de molde semillas y pipas de calabaza Hacendado,Paquete 14 rebanadas (580 g),"1,75 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de molde con 55% centeno Hacendado,Paquete 16 rebanadas (720 g),"1,55 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de molde 12 cereales y semillas Hacendado,Paquete 16 rebanadas (680 g),"1,70 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Hogaza sin gluten,Paquete 300 g,"2,94 €2,84 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan Brioche Hacendado,Paquete 400 g,"2,35 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan Bagel Hacendado,Paquete 4 ud. (300 g),"1,50 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan redondo sin gluten Hacendado,Paquete 2 ud. (160 g),"1,85 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Tortillas de trigo Hacendado,Paquete 10 ud. (360 g),"1,30 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan hot dog Hacendado,Paquete 6 ud. (330 g),"0,95 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan maxi hamburguesa Hacendado,Paquete 4 ud. (300 g),"0,90 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Tortillas de trigo integrales Hacendado,Paquete 10 ud. (360 g),"1,75 €1,65 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de hamburguesa Brioche Hacendado,Paquete 2 ud. (150 g),"1,05 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Maxi tortillas de trigo Hacendado,Paquete 6 ud. (360 g),"1,60 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de Pita Original precocido,2 paquetes x 200 g,"1,65 € /pack"
Panadería y pastelería,Pan de molde y otras especialidades,Pan de hamburguesa Hacendado,Paquete 4 ud. (220 g),"1,00 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Mini tortillas de trigo Hacendado,2 paquetes x 150 g,"1,75 € /pack"
Panadería y pastelería,Pan de molde y otras especialidades,Piadinas pan estilo italiano Hacendado,Paquete 4 ud. (320 g),"2,20 €2,10 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan Mini bocados Hacendado,Paquete 8 ud. (165 g),"1,25 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Tortillas de maíz sin gluten Old El Paso,Paquete 10 ud. (208 g),"2,20 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Pan de hamburguesa Hacendado Rústico 100% integral,Paquete 4 ud. (330 g),"1,25 € /ud."
Panadería y pastelería,Pan de molde y otras especialidades,Tortillas de avena 51% Hacendado,Paquete 6 ud. (360 g),"2,00 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado classic Hacendado,Paquete 6 packs (550 g),"1,80 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado cereales y semillas Hacendado,Paquete 6 packs (550 g),"2,35 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado pasas Hacendado,Paquete 120 g,"1,20 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado 100% espelta integral Hacendado,Paquete 250 g,"1,65 € /ud."
Panadería y pastelería,Pan tostado y rallado,Panecillo tostado classic Hacendado,Paquete 300 g,"1,05 € /ud."
Panadería y pastelería,Pan tostado y rallado,Mini tostadas de trigo Minigrill extra finas,Caja 100 g,"1,40 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado 100% integral,Paquete 6 packs (550 g),"1,90 € /ud."
Panadería y pastelería,Pan tostado y rallado,Mini biscotes de trigo Minigrill,Caja 60 ud. (120 g),"0,80 € /ud."
Panadería y pastelería,Pan tostado y rallado,Panecillos tostados cereales y semillas Hacendado,Paquete 250 g,"1,25 € /ud."
Panadería y pastelería,Pan tostado y rallado,Panecillo tostado 100% integral de trigo Hacendado,Paquete 300 g,"1,10 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado 100% integral bajo en sal y en azúcares Hacendado,Paquete 6 packs (540 g),"2,30 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado vitalité Wasa,Paquete 280 g,"2,60 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado con tomate Hacendado,Paquete 170 g,"1,25 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan tostado con ajo y perejil Hacendado,Paquete 170 g,"1,25 € /ud."
Panadería y pastelería,Pan tostado y rallado,Mini biscotes 100% integral Hacendado de trigo con sésamo,Paquete 180 g,"1,20 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan rallado con ajo y perejil Hacendado,Paquete 500 g,"1,05 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan rallado crujiente Hacendado,Paquete 400 g,"1,85 €1,70 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan rallado sin gluten Hacendado,Paquete 350 g,"2,15 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan rallado casero Hacendado,Paquete 500 g,"1,05 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan rallado Hacendado,Paquete 750 g,"0,90 € /ud."
Panadería y pastelería,Pan tostado y rallado,Crackers integrales de espelta Bachman,Caja 4 paquetes (240 g),"1,70 € /ud."
Panadería y pastelería,Pan tostado y rallado,Pan de fibra y sésamo Hacendado,Paquete 26 ud. (250 g),"1,25 €1,20 € /ud."
Panadería y pastelería,Pan tostado y rallado,Galletas saladas salpicks Galbusera,Paquete 16 bolsitas (400 g),"1,90 € /ud."
Panadería y pastelería,Pan tostado y rallado,Crackers 30% integral Galbusera,Paquete 14 bolsitas (500 g),"1,95 € /ud."
Panadería y pastelería,Pan tostado y rallado,Crackers con sal Galbusera,Paquete 14 bolsitas (500 g),"1,95 € /ud."
Panadería y pastelería,Pan tostado y rallado,Crackers sin gluten Hacendado con romero,Paquete 6 bolsitas (200 g),"1,80 € /ud."
Panadería y pastelería,Pan tostado y rallado,Tostadas sin gluten Hacendado,Caja 18 ud. (100 g),"1,45 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picos saladitos Hacendado,Paquete 250 g,"1,30 €1,25 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picos 100% integrales Hacendado,Paquete 250 g,"0,85 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picos Hacendado,Paquete 250 g,"0,85 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Regañá Hacendado,Paquete 250 g,"1,10 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Piquitos bajos en sal Hacendado,Paquete 250 g,"1,40 €1,35 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Grissini palitos de pan con sésamo Hacendado,2 paquetes x 100 g,"1,60 € /pack"
Panadería y pastelería,"Picos, rosquilletas y picatostes",Grissini palitos de pan Hacendado,Caja 4 ud. (250 g),"1,75 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picos sin gluten Hacendado,Paquete 100 g,"1,50 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Piquitos San Roque,Paquete 142 g,"1,00 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picos camperos de Jerez Hacendado,Paquete 250 g,"1,05 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Palitos de pan con pipas Anitin,2 paquetes x 83 g,"1,35 € /pack"
Panadería y pastelería,"Picos, rosquilletas y picatostes",Palitos con frutos secos Hacendado,2 paquetes x 65 g,"1,15 € /pack"
Panadería y pastelería,"Picos, rosquilletas y picatostes",Palitos de pan 100% trigo espelta integral Anitin,2 paquetes x 75 g,"1,35 € /pack"
Panadería y pastelería,"Picos, rosquilletas y picatostes",Palitos de pan con chocolate Anitin,2 paquetes x 86 g,"1,35 € /pack"
Panadería y pastelería,"Picos, rosquilletas y picatostes",Palitos de pan con queso Anitin,2 paquetes x 71 g,"1,35 € /pack"
Panadería y pastelería,"Picos, rosquilletas y picatostes",Panes especiales con tomate y orégano Hacendado,Paquete 80 g,"0,95 €0,90 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Panes especiales sabor pizza con queso Hacendado,Paquete 80 g,"0,95 €0,90 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picatostes fritos Hacendado,Paquete 100 g,"0,85 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picatostes fritos con ajo Hacendado,Paquete 100 g,"0,85 € /ud."
Panadería y pastelería,"Picos, rosquilletas y picatostes",Picatostes tostados Hacendado,Paquete 100 g,"0,70 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta carrot cake Hacendado congelada,10 raciones (750 g),"11,00 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta red velvet Hacendado congelada,10 raciones (700 g),"9,50 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta dúo sabores Hacendado congelada,"12 raciones (1,09 kg)","11,00 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta Ferrer bombón crujiente Hacendado congelada,8 raciones (710 g),"9,50 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta tres chocolates Hacendado congelada,8 raciones (880 g),"8,90 € /ud."
Panadería y pastelería,Tartas y pasteles,Mousse de queso Hacendado congelado,6 raciones (520 g),"7,50 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta de tiramisú Hacendado congelada,6 raciones (500 g),"9,50 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta de la abuela Hacendado congelada,10 raciones (825 g),"8,30 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta San Marcos Hacendado congelada,"24 raciones (1,65 kg)","12,00 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta selva negra Hacendado congelada,"30 raciones (1,9 kg)","13,90 € /ud."
Panadería y pastelería,Tartas y pasteles,Mousse de limón Hacendado congelado,9 raciones (805 g),"11,00 € /ud."
Panadería y pastelería,Tartas y pasteles,Trenza hojaldre de mantequilla Hacendado congelada,Bandeja 430 g,"7,50 €7,00 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta Reina Hacendado congelada,8 raciones (670 g),"9,00 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta crema avellana blanca Hacendado congelada,10 raciones (880 g),"9,50 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta infantil Paw Patrol Hacendado congelada,8 raciones (635 g),"8,50 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta infantil Barbie Hacendado congelada,"20 raciones (1,4 kg)","13,80 € /ud."
Panadería y pastelería,Tartas y pasteles,Tarta infantil Justice League Hacendado congelada,"20 raciones (1,4 kg)","13,80 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 0 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 1 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 2 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 3 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 4 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 5 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 6 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 7 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 8 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Vela de cumpleaños 9 Hacendado,Paquete 1 ud.,"0,75 € /ud."
Panadería y pastelería,Velas y decoración,Velas de cumpleaños Hacendado,Paquete 20 velas,"0,90 € /ud."
Panadería y pastelería,Velas y decoración,Almendra molida Hacendado,Paquete 125 g,"2,07 € /ud."
Panadería y pastelería,Velas y decoración,Coco rallado Hacendado,Paquete 125 g,"1,10 € /ud."
Panadería y pastelería,Velas y decoración,Caramelo líquido Hacendado,Bote 300 g,"1,75 € /ud."
Panadería y pastelería,Velas y decoración,Fideos de chocolate Hacendado,Paquete 100 g,"1,45 € /ud."
Panadería y pastelería,Velas y decoración,Azúcar vainillado Hacendado,Paquete 120 g,"1,00 € /ud."
Panadería y pastelería,Velas y decoración,Kit decoración Hacendado,1 ud.,"1,90 € /ud."
Panadería y pastelería,Velas y decoración,Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa,Paquete 200 g,"2,75 € /ud."
Panadería y pastelería,Velas y decoración,Sirope de chocolate Hacendado,Bote 300 g,"2,20 €2,15 € /ud."
Panadería y pastelería,Velas y decoración,Almendra palitos Hacendado,Paquete 100 g,"1,65 € /ud."
Pizzas y platos preparados,Listo para Comer,Tortilla de patata con calabacín Listo para Comer,"1,3 kg","8,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Media tortilla de patata con calabacín Listo para Comer,650 g aprox.,"4,50 € /ud."
Pizzas y platos preparados,Listo para Comer,Pincho tortilla de patata con calabacín Listo para Comer,215 g aprox.,"2,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Tortilla de patata con cebolla Listo para Comer,"1,3 kg","8,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Media tortilla de patata con cebolla Listo para Comer,650 g aprox.,"4,50 € /ud."
Pizzas y platos preparados,Listo para Comer,Pincho tortilla de patata con cebolla Listo para Comer,215 g aprox.,"2,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Pollo teriyaki,Bol 300 g,"5,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Noodles Yakisoba con carne y verduras,Bol 300 g,"4,50 € /ud."
Pizzas y platos preparados,Listo para Comer,Canapés de tartaletas congelados Listo para Comer,Bandeja 18 ud. (280 g),"15,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Lentejas Listo para Comer,Bol 485 g,"4,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Ensaladilla rusa grande Listo para Comer,"Bandeja 1,75 kg","12,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Ensaladilla rusa mediana Listo para Comer,Bandeja 580 g aprox.,"5,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Ensaladilla rusa pequeña Listo para Comer,Bandeja 350 g aprox.,"3,50 € /ud."
Pizzas y platos preparados,Listo para Comer,Ensalada de pasta Listo para Comer,Bol 340 g,"4,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Brioche Listo para Comer,160 g,"3,00 € /ud."
Pizzas y platos preparados,Listo para Comer,Poke salmón,Bol 400 g,"5,50 € /ud."
Pizzas y platos preparados,Listo para Comer,Surtido sushi Bento grande,Bandeja 310 g,"10,75 € /ud."
Pizzas y platos preparados,Listo para Comer,Surtido sushi Bento pequeño,Bandeja 160 g,"6,75 € /ud."
Pizzas y platos preparados,Listo para Comer,Surtido sushi Bento mix,Bandeja 350 g,"8,75 € /ud."
Pizzas y platos preparados,Pizzas,Pizza jamón y queso Hacendado,415 g,"2,50 € /ud."
Pizzas y platos preparados,Pizzas,Pizza jamón y queso familiar Hacendado,600 g,"3,50 €3,40 € /ud."
Pizzas y platos preparados,Pizzas,Pizza jamón y queso Hacendado,2 ud. x 220 g,"2,90 € /pack"
Pizzas y platos preparados,Pizzas,Pizza barbacoa Hacendado,415 g,"2,50 € /ud."
Pizzas y platos preparados,Pizzas,Pizza barbacoa familiar Hacendado,600 g,"3,50 €3,40 € /ud."
Pizzas y platos preparados,Pizzas,Pizza 4 quesos Hacendado,410 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza 4 quesos familiar Hacendado,580 g,"3,50 €3,40 € /ud."
Pizzas y platos preparados,Pizzas,Pizza 4 quesos Hacendado,2 ud. x 210 g,"2,90 € /pack"
Pizzas y platos preparados,Pizzas,Pizza serrana Hacendado,400 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza carbonara Hacendado,430 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza carbonara familiar Hacendado,600 g,"3,50 €3,40 € /ud."
Pizzas y platos preparados,Pizzas,Pizza mediterránea Hacendado,430 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza pepperoni Hacendado,410 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza atún y bacón Hacendado,415 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza atún y bacón Hacendado,2 ud. x 220 g,"2,90 € /pack"
Pizzas y platos preparados,Pizzas,Pizza pollo Hacendado,430 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza romana Hacendado con champiñones salteados,430 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza margarita Hacendado,340 g,"2,20 € /ud."
Pizzas y platos preparados,Pizzas,Pizza jamón y queso sin gluten y sin lactosa Hacendado,420 g,"3,20 € /ud."
Pizzas y platos preparados,Pizzas,Pizza pollo y bacón Hacendado,420 g,"2,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza Calzone con jamón cocido y queso Hacendado,Caja 400 g,"3,80 € /ud."
Pizzas y platos preparados,Pizzas,Pizza Prosciutto Hacendado jamón y queso,Caja 400 g,"4,00 €3,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizza Formaggi Hacendado 4 quesos,Caja 400 g,"4,00 €3,90 € /ud."
Pizzas y platos preparados,Pizzas,Pizzas tomate y queso Hacendado ultracongeladas,2 ud. x 285 g,"2,40 € /pack"
Pizzas y platos preparados,Pizzas,Pizza boloñesa Hacendado ultracongelada,400 g,"2,60 € /ud."
Pizzas y platos preparados,Pizzas,Pizza Pepperoni barbacoa Hacendado ultracongelada,540 g,"3,50 € /ud."
Pizzas y platos preparados,Pizzas,Pizza masa fina 4 quesos Hacendado ultracongelada,390 g,"2,50 € /ud."
Pizzas y platos preparados,Pizzas,Pizza atún Hacendado ultracongelada,390 g,"2,60 € /ud."
Pizzas y platos preparados,Pizzas,Pizza masa fina jamón Hacendado ultracongelada,400 g,"2,50 € /ud."
Pizzas y platos preparados,Pizzas,Pizza americana rellena de cheddar Hacendado ultracongelada,540 g,"3,50 € /ud."
Pizzas y platos preparados,Pizzas,Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada,410 g,"3,10 € /ud."
Pizzas y platos preparados,Pizzas,Pizza masa fina carbonara Hacendado ultracongelada,390 g,"2,50 € /ud."
Pizzas y platos preparados,Pizzas,Pizza masa fina Barbacoa Hacendado ultracongelada,390 g,"2,50 € /ud."
Pizzas y platos preparados,Pizzas,Masa pizza fresca familiar Hacendado,Paquete 400 g,"1,80 € /ud."
Pizzas y platos preparados,Pizzas,Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas,Paquete 3 ud. (420 g),"1,90 € /ud."
Pizzas y platos preparados,Pizzas,Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas,Paquete 2 ud. (400 g),"4,00 € /ud."
Pizzas y platos preparados,Pizzas,Piadinas pan estilo italiano Hacendado,Paquete 4 ud. (320 g),"2,20 €2,10 € /ud."
Pizzas y platos preparados,Pizzas,Masa fresca pizza Hacendado,2 paquetes x 260 g,"2,40 € /pack"
Pizzas y platos preparados,Pizzas,Masa fresca pizza de cereales y semillas Hacendado,2 paquetes x 260 g,"2,60 € /pack"
Pizzas y platos preparados,Pizzas,Rosca jamón serrano y queso emmental Hacendado,450 g,"3,50 € /ud."
Pizzas y platos preparados,Pizzas,Quiche verduras Hacendado,390 g,"3,00 €2,90 € /ud."
Pizzas y platos preparados,Pizzas,"Rosca lomo, bacón y queso emmental Hacendado",480 g,"3,50 € /ud."
Pizzas y platos preparados,Pizzas,Quiche york y bacón Hacendado,380 g,"3,00 €2,90 € /ud."
Pizzas y platos preparados,Pizzas,"Focaccia con queso, romero y tomillo Hacendado",2 ud. x 150 g,"1,80 € /pack"
Pizzas y platos preparados,Platos preparados calientes,Lasaña boloñesa familiar Hacendado,Bandeja 700 g,"4,80 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Lasaña boloñesa Hacendado,Bandeja 350 g,"2,65 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Lasaña de espinacas y requesón Hacendado,Bandeja 350 g,"3,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Canelones de carne y boletus Hacendado,Bandeja 350 g,"3,90 €3,75 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Lasaña de salmón y brócoli Hacendado,Bandeja 350 g,"3,90 €3,75 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Spaghetti carbonara Hacendado,Bandeja 280 g,"2,20 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Canelones de carne Casa Mas,Bandeja 6 ud. (700 g),"5,50 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Macarrones con queso Hacendado,Bandeja 280 g,"2,60 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Arroz cocido basmati Sabroz,2 vasitos x 125 g,"1,20 € /pack"
Pizzas y platos preparados,Platos preparados calientes,Arroz cocido integral Sabroz,2 vasitos x 125 g,"1,15 € /pack"
Pizzas y platos preparados,Platos preparados calientes,Quinoa cocida blanca y roja Sabroz,2 vasitos x 125 g,"1,50 € /pack"
Pizzas y platos preparados,Platos preparados calientes,Arroz cocido redondo Sabroz,2 vasitos x 125 g,"1,15 € /pack"
Pizzas y platos preparados,Platos preparados calientes,Arroz de secreto ibérico con setas Hacendado,Bandeja 280 g,"3,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pollo al curry Hacendado con arroz basmati,Bandeja 280 g,"2,85 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pollo asado Hacendado,Paquete 1 kg aprox.,"5,20 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Roti de pollo relleno de jamón y queso Hacendado,Paquete 375 g,"3,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pollo asado troceado Hacendado,"Paquete 1,3 kg aprox.","7,87 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Codillo de cerdo asado Hacendado,Paquete 1 kg aprox.,"6,50 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Alitas de pollo asadas Hacendado,Bote 500 g aprox.,"4,40 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Muslo de pato confitado Hacendado,Bandeja 300 g aprox.,"6,30 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Albóndigas guisadas Hacendado,Bandeja 275 g,"2,75 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Costillas de cerdo a la barbacoa cortadas Hacendado,Bote 500 g aprox.,"6,25 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pies de cerdo asados Noel,Paquete 900 g aprox.,"5,27 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Migas Hacendado,Bandeja 220 g,"1,90 €1,70 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pollo teriyaki,Bol 300 g,"5,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Tortilla de patata y cebolla Hacendado,Bandeja 600 g,"2,60 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Tortilla de patata Hacendado,Bandeja 600 g,"2,60 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Tortilla de patata con chorizo Hacendado,Bandeja 600 g,"3,20 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Tortilla de patata con cebolla Listo para Comer,"1,3 kg","8,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Media tortilla de patata con cebolla Listo para Comer,650 g aprox.,"4,50 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pincho tortilla de patata con cebolla Listo para Comer,215 g aprox.,"2,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Tortilla de patata con calabacín Listo para Comer,"1,3 kg","8,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Media tortilla de patata con calabacín Listo para Comer,650 g aprox.,"4,50 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pincho tortilla de patata con calabacín Listo para Comer,215 g aprox.,"2,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales Yakisoba classic Gallina Blanca,Vaso 93 g,"1,95 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales Yatekomo sabor pollo Gallina Blanca,3 vasos x 60 g,"3,95 € /pack"
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales Yatekomo sabor pollo Gallina Blanca,Vaso 60 g,"1,55 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales Yakisoba sabor soja Hacendado,Vaso 80 g,"1,30 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Pasta oriental sabor pollo Maggi,Paquete 71 g,"0,90 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales Yakisoba sabor soja Hacendado,Paquete 90 g,"0,90 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales sabor pollo Hacendado,Vaso 65 g,"0,95 €0,85 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales sabor picante Hacendado,Vaso 65 g,"1,00 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fideos orientales sabor ternera asada Hacendado,Paquete 65 g,"0,75 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Callos a la madrileña Hacendado,Lata 380 g,"2,60 €2,30 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fabada Hacendado,Bote 420 g,"1,50 €1,45 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fabada Hacendado,Bote 860 g,"2,90 €2,80 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Lentejas a la riojana Hacendado,Bote 420 g,"1,35 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Lentejas a la jardinera Hacendado,Bote 420 g,"1,15 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Fabada asturiana Litoral,Bote 420 g,"2,50 €2,25 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Albóndigas en salsa Hacendado,Bote 420 g,"1,80 €1,70 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Alubias a la jardinera Hacendado,Bote 420 g,"1,15 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Garbanzos a la riojana Hacendado,Bote 420 g,"1,35 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Garbanzos a la jardinera Hacendado,Bote 420 g,"1,15 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Cocido madrileño Hacendado,Bote 420 g,"1,80 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Albóndigas de pollo Hacendado,Bote 420 g,"1,80 €1,70 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Alubias con tomate Heinz,Bote 415 g,"1,50 € /ud."
Pizzas y platos preparados,Platos preparados calientes,Lentejas Listo para Comer,Bol 485 g,"4,00 € /ud."
